,0,1,2,3,4,5
0,3.281622093312691,2.192709780475552,0.0,-1.5076664366651942,7.17615089978174,-3.340577
1,6.878446001953154,4.596030680586505,0.0,-1.5016514133083945,7.205194376020255,-3.370603
2,10.475269910593617,6.999351580697458,0.0,-1.5057130637698544,7.248541080906888,-3.369415
3,14.071464673894106,9.402252099332093,0.0,-1.5381138768682918,7.289036935738712,-3.362379
4,17.66828858253457,11.805572999443045,0.0,-1.560964866406271,7.323073862643696,-3.370168
5,21.26511249117503,14.208893899553999,0.0,-1.600911226115731,7.373337866294046,-3.331391
6,0.7699772805246681,3.870937190421326,0.0,-1.8128274049898805,7.112411066498874,-3.444569
7,1.6139113512224303,8.113680272790713,0.0,-1.8203232932805218,7.230464811364229,-3.48798
8,2.4578454219201924,12.356423355160098,0.0,-1.852955385585554,7.347379499713451,-3.527309
9,3.301631874274296,16.59842431000065,0.0,-1.919051092997868,7.460456882764466,-3.562392
10,4.145565944972057,20.841167392370032,0.0,-1.9900611527328054,7.5790397956037125,-3.588821
11,4.98950001566982,25.08391047473942,0.0,-2.0744747966173605,7.703266053279502,-3.608454
12,-2.192709780475551,3.2816220933126914,0.0,-1.841438123567214,7.082360804853862,-3.583642
13,-4.596030680586503,6.878446001953155,0.0,-1.839942412762276,7.229025181514277,-3.625037
14,-6.999351580697455,10.47526991059362,0.0,-1.8595538133229619,7.369254587250193,-3.681228
15,-9.40225209933209,14.071464673894107,0.0,-1.932872997964008,7.498364589486939,-3.743036
16,-11.80557299944304,17.66828858253457,0.0,-2.0110771958920504,7.637591656623439,-3.792913
17,-14.208893899553994,21.265112491175035,0.0,-2.069765131014611,7.779775722594455,-3.85922
18,-3.870937190421326,0.7699772805246692,0.0,-1.7802968067768277,7.005155781389464,-3.677839
19,-8.113680272790713,1.6139113512224326,0.0,-1.750070708608562,7.096766231271136,-3.69192
20,-12.356423355160098,2.457845421920196,0.0,-1.7262409334909528,7.182556712816843,-3.721751
21,-16.59842431000065,3.3016318742743005,0.0,-1.7679107554839717,7.245762574721179,-3.772896
22,-20.841167392370032,4.145565944972064,0.0,-1.8014016373108963,7.308864813464785,-3.831468
23,-25.08391047473942,4.989500015669827,0.0,-1.8321842552009244,7.382563300056006,-3.877692
24,-3.2816220933126905,-2.1927097804755524,0.0,-1.7147495927504508,6.9832632284733585,-3.65874
25,-6.878446001953153,-4.596030680586506,0.0,-1.6483075711424204,6.980880951907114,-3.627333
26,-10.475269910593614,-6.999351580697459,0.0,-1.6046049919619914,6.9480545593398775,-3.648132
27,-14.071464673894102,-9.402252099332095,0.0,-1.5796546547774573,6.918975522657448,-3.658399
28,-17.66828858253456,-11.805572999443047,0.0,-1.5596254790132038,6.8836628837840275,-3.675602
29,-21.265112491175024,-14.208893899554,0.0,-1.5505615446089855,6.843768042938173,-3.710143
30,-0.7699772805246661,-3.8709371904213263,0.0,-1.7104479759845523,6.977715696969915,-3.551933
31,-1.6139113512224261,-8.113680272790713,0.0,-1.643796210627536,6.8782595608354695,-3.514505
32,-2.457845421920186,-12.3564233551601,0.0,-1.573163397246621,6.769723288488863,-3.50027
33,-3.3016318742742876,-16.59842431000065,0.0,-1.516466906745453,6.666351083975991,-3.475806
34,-4.145565944972047,-20.841167392370036,0.0,-1.4929250255863102,6.5479624871075055,-3.468829
35,-4.989500015669807,-25.083910474739422,0.0,-1.4346909725640808,6.433892769309116,-3.471624
36,2.1927097804755507,-3.281622093312692,0.0,-1.950127609307848,6.96630527920154,-3.422146
37,4.5960306805865025,-6.878446001953156,0.0,-1.8822530672152589,6.843009222055655,-3.395307
38,6.999351580697454,-10.475269910593621,0.0,-1.8216324342527996,6.7208604636205775,-3.368665
39,9.402252099332088,-14.07146467389411,0.0,-1.7693618501697583,6.6068021528685,-3.331883
40,11.805572999443038,-17.668288582534572,0.0,-1.7406567485295534,6.478295592421861,-3.289677
41,14.20889389955399,-21.265112491175035,0.0,-1.7036415980856034,6.361113337290755,-3.311266
42,3.8709371904213263,-0.7699772805246663,0.0,-2.025587004812632,7.035495494185692,-3.330549
