5416.000000	0.000000	87191.000000	-6.804366	0.000002	3.340577	0.000009	2.733277	0.000026
11133.000000	0.000000	87191.000000	-6.825173	0.000022	3.370603	0.000100	2.754414	0.000052
16850.000000	0.000000	87191.000000	-6.863471	0.000099	3.369415	0.000257	2.775119	0.000039
22566.000000	0.000000	87191.000000	-6.915143	0.000042	3.362379	0.000013	2.770677	0.000033
28283.000000	0.000000	87191.000000	-6.956139	0.000072	3.370168	0.000037	2.770587	0.000031
34000.000000	0.000000	87191.000000	-7.020125	0.000094	3.331391	0.000039	2.765298	0.000003
5416.000000	2000.000000	87191.000000	-3.165557	0.000154	3.444569	0.000216	6.622083	0.000019
11133.000000	2000.000000	87191.000000	-3.195940	0.000022	3.487980	0.000031	6.736406	0.000007
16850.000000	2000.000000	87191.000000	-3.250754	0.000073	3.527309	0.000143	6.844708	0.000039
22566.000000	2000.000000	87191.000000	-3.337640	0.000018	3.562392	0.000112	6.942718	0.000057
28283.000000	2000.000000	87191.000000	-3.430420	0.001555	3.588821	0.000560	7.045169	0.000037
34000.000000	2000.000000	87191.000000	-3.537447	0.000276	3.608454	0.000005	7.150540	0.000037
5416.000000	4000.000000	87191.000000	2.403649	0.000013	3.583642	0.000207	6.911816	0.000032
11133.000000	4000.000000	87191.000000	2.486375	0.000040	3.625037	0.000087	7.032932	0.000019
16850.000000	4000.000000	87191.000000	2.547976	0.000022	3.681228	0.000056	7.160424	0.000008
22566.000000	4000.000000	87191.000000	2.558743	0.000051	3.743036	0.000074	7.308509	0.000122
28283.000000	4000.000000	87191.000000	2.571069	0.000040	3.792913	0.000039	7.467720	0.000120
34000.000000	4000.000000	87191.000000	2.601265	0.000185	3.859220	0.000159	7.618547	0.000010
5416.000000	6000.000000	87191.000000	6.523235	0.000067	3.677839	0.000180	3.112727	0.000013
11133.000000	6000.000000	87191.000000	6.618982	0.000002	3.691920	0.000049	3.100954	0.000031
16850.000000	6000.000000	87191.000000	6.707773	0.000033	3.721751	0.000236	3.094319	0.000017
22566.000000	6000.000000	87191.000000	6.761635	0.000020	3.772896	0.000098	3.147519	0.000051
28283.000000	6000.000000	87191.000000	6.816991	0.000088	3.831468	0.000202	3.192677	0.000128
34000.000000	6000.000000	87191.000000	6.883268	0.000167	3.877692	0.000112	3.237246	0.000061
5416.000000	8000.000000	87191.000000	6.759035	0.000048	3.658740	0.000102	-2.453931	0.000009
11133.000000	8000.000000	87191.000000	6.720141	0.000025	3.627333	0.000107	-2.507852	0.000039
16850.000000	8000.000000	87191.000000	6.668567	0.000003	3.648132	0.000165	-2.525952	0.000003
22566.000000	8000.000000	87191.000000	6.630527	0.000069	3.658399	0.000004	-2.530542	0.000098
28283.000000	8000.000000	87191.000000	6.590038	0.000021	3.675602	0.000180	-2.527577	0.000019
34000.000000	8000.000000	87191.000000	6.551831	0.000038	3.710143	0.000031	-2.512949	0.000122
5416.000000	10000.000000	87191.000000	3.038867	0.000034	3.551933	0.000086	-6.509949	0.000037
11133.000000	10000.000000	87191.000000	2.954093	0.000069	3.514505	0.000000	-6.425407	0.000058
16850.000000	10000.000000	87191.000000	2.863643	0.000033	3.500270	0.000124	-6.332736	0.000064
22566.000000	10000.000000	87191.000000	2.787869	0.000014	3.475806	0.000099	-6.242411	0.000175
28283.000000	10000.000000	87191.000000	2.741683	0.000047	3.468829	0.000046	-6.130890	0.000009
34000.000000	10000.000000	87191.000000	2.662314	0.000066	3.471624	0.000051	-6.030373	0.000018
5416.000000	12000.000000	87191.000000	-2.248800	0.000002	3.422146	0.000168	-6.875704	0.000060
11133.000000	12000.000000	87191.000000	-2.236736	0.000057	3.395307	0.000063	-6.735478	0.000021
16850.000000	12000.000000	87191.000000	-2.219278	0.000068	3.368665	0.000040	-6.600236	0.000033
22566.000000	12000.000000	87191.000000	-2.199372	0.000084	3.331883	0.000073	-6.476360	0.000133
28283.000000	12000.000000	87191.000000	-2.151845	0.000650	3.289677	0.013815	-6.353563	0.000606
34000.000000	12000.000000	87191.000000	-2.117519	0.000853	3.311266	0.000305	-6.235565	0.016743
5416.000000	14000.000000	87191.000000	-6.505138	0.000102	3.330549	0.000031	-3.359223	0.000063
11133.000000	14000.000000	87191.000000	-6.449124	0.000027	3.327649	0.000047	-3.282187	0.000014
16850.000000	14000.000000	87191.000000	-6.400448	0.000132	3.302686	0.000312	-3.220735	0.000004
22566.000000	14000.000000	87191.000000	-6.332776	0.000032	3.272891	0.000204	-3.208746	0.000034
28283.000000	14000.000000	87191.000000	-6.269650	0.000152	3.257652	0.000164	-3.182127	0.000116
34000.000000	14000.000000	87191.000000	-6.209180	0.000122	3.233729	0.000139	-3.161811	0.000033
5416.000000	0.000000	134333.000000	-6.906870	0.000075	2.904186	0.000582	2.803413	0.000092
11133.000000	0.000000	134333.000000	-6.933442	0.000046	2.931956	0.000003	2.829226	0.000058
16850.000000	0.000000	134333.000000	-6.973694	0.000233	2.920369	0.000142	2.870551	0.000032
22566.000000	0.000000	134333.000000	-7.022002	0.000009	2.935897	0.000251	2.866335	0.000030
28283.000000	0.000000	134333.000000	-7.068332	0.000175	2.950564	0.000460	2.867751	0.000088
34000.000000	0.000000	134333.000000	-7.133910	0.000141	2.922319	0.000090	2.867743	0.000049
5416.000000	2000.000000	134333.000000	-3.195883	0.000320	3.003395	0.000575	6.750897	0.000125
11133.000000	2000.000000	134333.000000	-3.231674	0.000127	3.032443	0.000153	6.880991	0.000121
16850.000000	2000.000000	134333.000000	-3.295071	0.000991	3.046811	0.000002	7.008865	0.000170
22566.000000	2000.000000	134333.000000	-3.384778	0.000048	3.085485	0.000658	7.117422	0.000088
28283.000000	2000.000000	134333.000000	-3.474200	0.000239	3.117072	0.000149	7.234504	0.000083
34000.000000	2000.000000	134333.000000	-3.585362	0.000541	3.112216	0.000238	7.359320	0.000058
5416.000000	4000.000000	134333.000000	2.465188	0.000412	3.142090	0.000860	7.036640	0.000157
11133.000000	4000.000000	134333.000000	2.536271	0.000002	3.171002	0.000168	7.178848	0.000104
16850.000000	4000.000000	134333.000000	2.590161	0.000059	3.200787	0.000229	7.334714	0.000043
22566.000000	4000.000000	134333.000000	2.614789	0.000136	3.260466	0.000053	7.495944	0.000158
28283.000000	4000.000000	134333.000000	2.635603	0.000056	3.316686	0.000013	7.669317	0.000077
34000.000000	4000.000000	134333.000000	2.651279	0.000208	3.351267	0.000820	7.860406	0.000378
5416.000000	6000.000000	134333.000000	6.648067	0.000054	3.233975	0.000292	3.185639	0.000041
11133.000000	6000.000000	134333.000000	6.748983	0.000030	3.235379	0.000120	3.186921	0.000015
16850.000000	6000.000000	134333.000000	6.827410	0.000129	3.283053	0.000316	3.204541	0.000121
22566.000000	6000.000000	134333.000000	6.897138	0.000216	3.325345	0.000662	3.255435	0.000081
28283.000000	6000.000000	134333.000000	6.964456	0.000022	3.374659	0.000064	3.315599	0.000222
34000.000000	6000.000000	134333.000000	7.040546	0.000166	3.421141	0.000245	3.368287	0.000080
5416.000000	8000.000000	134333.000000	6.902603	0.000338	3.228900	0.000614	-2.463642	0.000054
11133.000000	8000.000000	134333.000000	6.862592	0.000223	3.213075	0.000285	-2.493379	0.000143
16850.000000	8000.000000	134333.000000	6.804436	0.000506	3.237697	0.000402	-2.523934	0.000176
22566.000000	8000.000000	134333.000000	6.774138	0.000040	3.246450	0.000613	-2.510258	0.000056
28283.000000	8000.000000	134333.000000	6.728876	0.000036	1.634919	2.312125	-2.517797	0.000120
34000.000000	8000.000000	134333.000000	6.693746	0.000092	3.300393	0.000669	-2.497242	0.000069
5416.000000	10000.000000	134333.000000	3.155859	0.000080	3.133212	0.000261	-6.596450	0.000162
11133.000000	10000.000000	134333.000000	3.055160	0.000108	3.107885	0.000203	-6.506560	0.000287
16850.000000	10000.000000	134333.000000	2.965518	0.000377	3.108341	0.000191	-6.401067	0.000235
22566.000000	10000.000000	134333.000000	2.889176	0.000148	3.091986	0.000388	-6.302665	0.000012
28283.000000	10000.000000	134333.000000	2.820653	0.000210	3.099697	0.000248	-6.193140	0.000454
34000.000000	10000.000000	134333.000000	2.756672	0.000391	3.116890	0.000226	-6.079830	0.000002
5416.000000	12000.000000	134333.000000	-2.310076	0.000156	2.999707	0.000238	-6.983869	0.000137
11133.000000	12000.000000	134333.000000	-2.285003	0.000028	2.990573	0.000354	-6.832967	0.000052
16850.000000	12000.000000	134333.000000	-2.249615	0.000555	2.971647	0.000373	-6.694415	0.000014
22566.000000	12000.000000	134333.000000	-2.193794	0.000122	2.951463	0.000112	-6.569062	0.000125
28283.000000	12000.000000	134333.000000	-2.157267	0.000193	2.950318	0.000583	-6.434190	0.000017
34000.000000	12000.000000	134333.000000	-2.118342	0.000268	2.946285	0.000196	-6.304033	0.000043
5416.000000	14000.000000	134333.000000	-6.597928	0.000001	2.904931	0.000020	-3.439797	0.000050
11133.000000	14000.000000	134333.000000	-6.543421	0.000186	2.908517	0.000631	-3.348349	0.000133
16850.000000	14000.000000	134333.000000	-6.483187	0.000215	2.895387	0.000499	-3.294193	0.000112
22566.000000	14000.000000	134333.000000	-6.420306	0.000026	2.882619	0.000478	-3.256671	0.000202
28283.000000	14000.000000	134333.000000	-6.360268	0.000206	2.862174	0.000519	-3.226478	0.000137
34000.000000	14000.000000	134333.000000	-6.290441	0.000172	2.869639	0.000374	-3.201028	0.000029
5416.000000	0.000000	181476.000000	-6.975998	0.000061	2.364252	0.000210	2.808486	0.000165
11133.000000	0.000000	181476.000000	-6.988227	0.000067	2.400179	0.000055	2.884064	0.000004
16850.000000	0.000000	181476.000000	-7.023343	0.000014	2.410015	0.000177	2.931023	0.000077
22566.000000	0.000000	181476.000000	-7.075633	0.000046	2.413573	0.000190	2.943067	0.000024
28283.000000	0.000000	181476.000000	-7.130820	0.000067	2.418423	0.000236	2.951587	0.000222
34000.000000	0.000000	181476.000000	-7.178082	0.000005	2.428630	0.000060	2.973173	0.000056
5416.000000	2000.000000	181476.000000	-3.228254	0.000102	2.455821	0.000307	6.815667	0.000012
11133.000000	2000.000000	181476.000000	-3.258534	0.000004	2.466441	0.000578	6.964510	0.000056
16850.000000	2000.000000	181476.000000	-3.318153	0.000036	2.475100	0.000301	7.107679	0.000107
22566.000000	2000.000000	181476.000000	-3.412458	0.000018	2.495494	0.000119	7.235042	0.000153
28283.000000	2000.000000	181476.000000	-3.511718	0.000118	2.502186	0.000327	7.370709	0.000242
34000.000000	2000.000000	181476.000000	-3.621039	0.000181	2.488994	0.000007	7.513320	0.000106
5416.000000	4000.000000	181476.000000	2.488649	0.000139	2.596899	0.000062	7.114610	0.000012
11133.000000	4000.000000	181476.000000	2.572350	0.000009	2.597877	0.000146	7.271628	0.000063
16850.000000	4000.000000	181476.000000	2.630636	0.000007	2.618942	0.000005	7.442770	0.000046
22566.000000	4000.000000	181476.000000	2.654196	0.000025	2.649599	0.000319	7.633946	0.000062
28283.000000	4000.000000	181476.000000	2.671543	0.000167	2.677328	0.000758	7.839677	0.000026
34000.000000	4000.000000	181476.000000	2.679480	0.000030	2.698328	0.000342	8.062154	0.000117
5416.000000	6000.000000	181476.000000	6.728181	0.000039	2.699550	0.000495	3.209364	0.000180
11133.000000	6000.000000	181476.000000	6.825137	0.000014	2.706508	0.000443	3.222139	0.000037
16850.000000	6000.000000	181476.000000	6.915058	0.000004	2.723246	0.000396	3.259200	0.000015
22566.000000	6000.000000	181476.000000	6.992776	0.000234	2.753428	0.000119	3.326137	0.000188
28283.000000	6000.000000	181476.000000	7.063753	0.000200	2.808562	0.000023	3.403407	0.000193
34000.000000	6000.000000	181476.000000	7.146413	0.000189	2.845560	0.000524	3.484631	0.000014
5416.000000	8000.000000	181476.000000	6.964875	0.000251	2.724790	0.000235	-2.504390	0.000336
11133.000000	8000.000000	181476.000000	6.930559	0.000229	2.708924	0.000066	-2.508800	0.000315
16850.000000	8000.000000	181476.000000	6.878469	0.000228	2.722636	0.000298	-2.536388	0.000220
